path,run_id,model,dataset,subset_name,pruner,retention,calibrator,seed,n_samples,sample_indices_hash,paper_eligible,accuracy,ece,adaptive_ece,aurc,max_softmax_mean,delta_accuracy,delta_ece,delta_adaptive_ece,delta_aurc,delta_max_softmax_mean,delta_accuracy_vs_raw,delta_ece_vs_raw,delta_adaptive_ece_vs_raw,delta_aurc_vs_raw,delta_max_softmax_mean_vs_raw
results/raw/scienceqa_lite_llava_128_256\llava15_7b_4bit-scienceqa-cal-fastv-r0.25-n128-seed20260616.json,llava15_7b_4bit-scienceqa-cal-fastv-r0.25-n128-seed20260616,llava15_7b_4bit,scienceqa,cal,fastv,0.25,none,20260616,128,cf6b4a79073dfa58,False,0.703125,0.12833016957645177,0.10099221727789606,0.11588959373741685,0.7681021674219539,0.0234375,0.027903730428055176,-0.002127297236625969,-0.008549527545355762,-0.0030361981445797825,0.0,0.0,0.0,0.0,0.0
results/raw/scienceqa_lite_llava_128_256\llava15_7b_4bit-scienceqa-cal-fastv-r0.5-n128-seed20260616.json,llava15_7b_4bit-scienceqa-cal-fastv-r0.5-n128-seed20260616,llava15_7b_4bit,scienceqa,cal,fastv,0.5,none,20260616,128,cf6b4a79073dfa58,False,0.703125,0.07951457472684546,0.12323815169592502,0.1205927673396002,0.7666630797352025,0.0234375,-0.02091186442155113,0.020118637181402985,-0.003846353943172412,-0.004475285831331166,0.0,0.0,0.0,0.0,0.0
results/raw/scienceqa_lite_llava_128_256\llava15_7b_4bit-scienceqa-cal-fastv-r0.75-n128-seed20260616.json,llava15_7b_4bit-scienceqa-cal-fastv-r0.75-n128-seed20260616,llava15_7b_4bit,scienceqa,cal,fastv,0.75,none,20260616,128,cf6b4a79073dfa58,False,0.6953125,0.13521260298050602,0.10697287874989873,0.12836647512959212,0.7667112196232316,0.015625,0.03478616383210943,0.0038533642353767023,0.003927353846819512,-0.004427145943302069,0.0,0.0,0.0,0.0,0.0
results/raw/scienceqa_lite_llava_128_256\llava15_7b_4bit-scienceqa-cal-none-r1-n128-seed20260616.json,llava15_7b_4bit-scienceqa-cal-none-r1-n128-seed20260616,llava15_7b_4bit,scienceqa,cal,none,1.0,none,20260616,128,cf6b4a79073dfa58,False,0.6796875,0.10042643914839659,0.10311951451452203,0.12443912128277261,0.7711383655665337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
results/raw/scienceqa_lite_llava_128_256\llava_scienceqa_fastv_calibprune_r025_n256.json,,llava15_7b_4bit,scienceqa,test,fastv,0.25,calibprune,20260616,256,010de65b7a291f42,False,0.6015625,0.10197624826233392,0.09915355266280056,0.22321073318764442,0.6731682882228639,,,,,,0.0,-0.07538221932920716,-0.07364420742371346,0.00432134565775269,-0.09693445036958415
results/raw/scienceqa_lite_llava_128_256\llava15_7b_4bit-scienceqa-test-fastv-r0.25-n256-seed20260616.json,llava15_7b_4bit-scienceqa-test-fastv-r0.25-n256-seed20260616,llava15_7b_4bit,scienceqa,test,fastv,0.25,none,20260616,256,010de65b7a291f42,False,0.6015625,0.17735846759154109,0.172797760086514,0.21888938752989173,0.770102738592448,0.0234375,-0.02110650208876763,-0.03290816950792991,-0.007573749195476376,-0.006487231087860645,0.0,0.0,0.0,0.0,0.0
results/raw/scienceqa_lite_llava_128_256\llava_scienceqa_fastv_temp_r025_n256.json,,llava15_7b_4bit,scienceqa,test,fastv,0.25,temperature_scaling,20260616,256,010de65b7a291f42,False,0.6015625,0.11869882243297213,0.12681728288149935,0.22279222814167196,0.6995997010831227,0.0234375,-0.008744209016643342,-0.0010827423555993254,-0.0056805361614507,-0.005968330366492691,0.0,-0.05865964515856896,-0.045980477205014664,0.0039028406117802283,-0.0705030375093253
results/raw/scienceqa_lite_llava_128_256\llava_scienceqa_fastv_calibprune_r05_n256.json,,llava15_7b_4bit,scienceqa,test,fastv,0.5,calibprune,20260616,256,010de65b7a291f42,False,0.58203125,0.10470475059432986,0.11759295653273795,0.23074293000650886,0.6795610007765607,,,,,,0.0,-0.08565213541963927,-0.08934381443924279,0.0028492921859644693,-0.08965704357804372
results/raw/scienceqa_lite_llava_128_256\llava15_7b_4bit-scienceqa-test-fastv-r0.5-n256-seed20260616.json,llava15_7b_4bit-scienceqa-test-fastv-r0.5-n256-seed20260616,llava15_7b_4bit,scienceqa,test,fastv,0.5,none,20260616,256,010de65b7a291f42,False,0.58203125,0.19035688601396913,0.20693677097198074,0.2278936378205444,0.7692180443546044,0.00390625,-0.008108083666339583,0.0012308413775368177,0.0014305010951762842,-0.007371925325704298,0.0,0.0,0.0,0.0,0.0
results/raw/scienceqa_lite_llava_128_256\llava_scienceqa_fastv_temp_r05_n256.json,,llava15_7b_4bit,scienceqa,test,fastv,0.5,temperature_scaling,20260616,256,010de65b7a291f42,False,0.58203125,0.13684271237919782,0.13206439282394344,0.22842887173102683,0.7064376125235545,0.00390625,0.009399680929582349,0.004164367586844769,-4.389257209583275e-05,0.0008695810739390852,0.0,-0.05351417363477132,-0.0748723781480373,0.0005352339104824355,-0.06278043183104987
