model,dataset,pruner,retention,metric,estimate,ci_low,ci_high,n_samples,n_seeds,seeds,n_resamples,confidence,seed_delta_mean,seed_delta_std,seed_delta_min,seed_delta_max,one_minus_retention,interpretation
qwen2vl_2b,scienceqa,fastv,0.75,max_softmax_mean_shift,0.03488784091127141,0.024137566958000924,0.04646756507005958,512,1,20260625,1000,0.95,0.03488784091127141,0.0,0.03488784091127141,0.03488784091127141,0.25,positive means pruning sharpens confidence
qwen2vl_2b,scienceqa,fastv,0.75,max_softmax_median_shift,0.03080087095588213,0.02080119814415643,0.03970966677073118,512,1,20260625,1000,0.95,0.03080087095588213,0.0,0.03080087095588213,0.03080087095588213,0.25,positive means pruning sharpens confidence
qwen2vl_2b,scienceqa,fastv,0.75,max_softmax_q95_shift,0.050210275548545624,0.02593921583474046,0.08009038309336584,512,1,20260625,1000,0.95,0.050210275548545624,0.0,0.050210275548545624,0.050210275548545624,0.25,positive means pruning sharpens confidence
qwen2vl_2b,scienceqa,fastv,0.75,entropy_mean_shift,-0.05623334536339336,-0.0705231773229094,-0.043012804546473375,512,1,20260625,1000,0.95,-0.05623334536339336,0.0,-0.05623334536339336,-0.05623334536339336,0.25,negative means pruning sharpens confidence
qwen2vl_2b,scienceqa,fastv,0.75,margin_mean_shift,0.056284574600354936,0.03779846074929871,0.07716705503183935,512,1,20260625,1000,0.95,0.056284574600354936,0.0,0.056284574600354936,0.056284574600354936,0.25,positive means pruning sharpens confidence
qwen2vl_2b,scienceqa,fastv,0.75,logit_l2_mean_shift,1.1326163885623688,0.9703135323043428,1.295477759854004,512,1,20260625,1000,0.95,1.1326163885623688,0.0,1.1326163885623688,1.1326163885623688,0.25,positive means pruned logits have larger scale
qwen2vl_2b,scienceqa,fastv,0.75,logit_l2_ratio_mean_minus_1,0.0048498113742347915,0.0007037388549624105,0.010382402670107607,512,1,20260625,1000,0.95,0.0048498113742347915,0.0,0.0048498113742347915,0.0048498113742347915,0.25,positive means pruned logits have larger scale
qwen2vl_2b,scienceqa,fastv,0.75,alpha_pooled_minus_1,1.1390215437501183e-09,9.756130403548725e-10,1.308340885630699e-09,512,1,20260625,1000,0.95,1.1390215437501183e-09,0.0,1.1390215437501183e-09,1.1390215437501183e-09,0.25,positive means pruned logits have larger scale
qwen2vl_2b,scienceqa,fastv,0.75,scale_residual_rel_norm,1.9866531775462118e-09,1.8627662647756765e-09,2.103505037139769e-09,512,1,20260625,1000,0.95,1.9866531775462118e-09,0.0,1.9866531775462118e-09,1.9866531775462118e-09,0.25,smaller means scalar-scale model explains pruning better
qwen2vl_2b,scienceqa,fastv,0.5,max_softmax_mean_shift,0.029517680182249414,0.018083652636534473,0.04146318458137696,512,1,20260625,1000,0.95,0.029517680182249414,0.0,0.029517680182249414,0.029517680182249414,0.5,positive means pruning sharpens confidence
qwen2vl_2b,scienceqa,fastv,0.5,max_softmax_median_shift,0.026028606323683978,0.014173809743440624,0.03544650492848822,512,1,20260625,1000,0.95,0.026028606323683978,0.0,0.026028606323683978,0.026028606323683978,0.5,positive means pruning sharpens confidence
qwen2vl_2b,scienceqa,fastv,0.5,max_softmax_q95_shift,0.05375765398385357,0.025338024137285548,0.08045459902284215,512,1,20260625,1000,0.95,0.05375765398385357,0.0,0.05375765398385357,0.05375765398385357,0.5,positive means pruning sharpens confidence
qwen2vl_2b,scienceqa,fastv,0.5,entropy_mean_shift,-0.050205666027347065,-0.0648242640900192,-0.03643217975711249,512,1,20260625,1000,0.95,-0.050205666027347065,0.0,-0.050205666027347065,-0.050205666027347065,0.5,negative means pruning sharpens confidence
qwen2vl_2b,scienceqa,fastv,0.5,margin_mean_shift,0.04690641782008332,0.027170722822866845,0.0673487248066978,512,1,20260625,1000,0.95,0.04690641782008332,0.0,0.04690641782008332,0.04690641782008332,0.5,positive means pruning sharpens confidence
qwen2vl_2b,scienceqa,fastv,0.5,logit_l2_mean_shift,1.0140346635299209,0.8551277714973314,1.167289415622926,512,1,20260625,1000,0.95,1.0140346635299209,0.0,1.0140346635299209,1.0140346635299209,0.5,positive means pruned logits have larger scale
qwen2vl_2b,scienceqa,fastv,0.5,logit_l2_ratio_mean_minus_1,0.0024780148460328277,-0.0008098917417350799,0.006617757955657971,512,1,20260625,1000,0.95,0.0024780148460328277,0.0,0.0024780148460328277,0.0024780148460328277,0.5,positive means pruned logits have larger scale
qwen2vl_2b,scienceqa,fastv,0.5,alpha_pooled_minus_1,1.0214589174495359e-09,8.598208700583144e-10,1.1737040117587583e-09,512,1,20260625,1000,0.95,1.0214589174495359e-09,0.0,1.0214589174495359e-09,1.0214589174495359e-09,0.5,positive means pruned logits have larger scale
qwen2vl_2b,scienceqa,fastv,0.5,scale_residual_rel_norm,1.9262519139122707e-09,1.803865197880801e-09,2.041322489437122e-09,512,1,20260625,1000,0.95,1.9262519139122707e-09,0.0,1.9262519139122707e-09,1.9262519139122707e-09,0.5,smaller means scalar-scale model explains pruning better
